id;title;price;image;image_content_type
3b766d54-4d79-4594-b1f6-c5bf2907177e;impolite;3569.88;../fake-data/blob/hipster.png;image/png
d4761827-12b4-46b7-9d44-0a1d58a20068;whereas orchid;7773.42;../fake-data/blob/hipster.png;image/png
2c21fbed-a66a-46da-b776-ef0c3eb1ae9d;quarrelsomely snack;23851.49;../fake-data/blob/hipster.png;image/png
7bc59657-5aff-41a6-b865-e3f376aa9618;mmm;7468.52;../fake-data/blob/hipster.png;image/png
d7cd4deb-fc5e-4591-8b30-5879416fdc1d;baptise;4961.8;../fake-data/blob/hipster.png;image/png
5bfca5bb-de9e-4759-a918-e102f6fbb12d;which;8856.08;../fake-data/blob/hipster.png;image/png
07ad17f7-d5e4-493b-9e12-2f0c91df77ea;educated;4955.24;../fake-data/blob/hipster.png;image/png
e9bb52cf-74c8-4d15-ad58-a30cae78dc0b;encode plastic afford;20732.95;../fake-data/blob/hipster.png;image/png
681d1f0e-d3b1-4fa7-922d-b86a4820b9e7;quaintly behold;19229.27;../fake-data/blob/hipster.png;image/png
01073fff-be5a-4761-aa33-73dea9c71ae8;where on humiliating;22426.78;../fake-data/blob/hipster.png;image/png
bec49f8d-55eb-47b5-9ec9-ae8a6b721165;decide regarding;4550.27;../fake-data/blob/hipster.png;image/png
c8016cf8-5724-47c0-8eac-1c0504232bf2;pillow following;16332.6;../fake-data/blob/hipster.png;image/png
f18c2265-abc7-484f-aaee-1645a911a436;oddball old-fashioned;22218.02;../fake-data/blob/hipster.png;image/png
2577b101-24f1-4715-827b-ac09820b6743;dreamily;10366.79;../fake-data/blob/hipster.png;image/png
dc37459a-4f4c-41b6-a7a2-62275456ea83;appropriate although seagull;12468.62;../fake-data/blob/hipster.png;image/png
5d7edce8-d0ee-4a48-99ce-6eb9d8bd465a;gosh spear because;30059.48;../fake-data/blob/hipster.png;image/png
cad18e26-ed9c-4252-84e1-3f1dd62d69fd;pacemaker bowed;28595.66;../fake-data/blob/hipster.png;image/png
3e9dfa44-7639-4235-8fd1-8daca200b85f;despite stint ick;30586.83;../fake-data/blob/hipster.png;image/png
b5289ded-cb3a-42a7-abd7-7f2273e154f6;apricot psst;28777.43;../fake-data/blob/hipster.png;image/png
7e125e60-1090-4383-90b0-9fb746f054db;midst;1626.06;../fake-data/blob/hipster.png;image/png
ef89518b-ca84-47d2-bf8e-0ebe6eb495ba;rectangular slide;2170.76;../fake-data/blob/hipster.png;image/png
ec730abd-2a0d-4263-aa65-98698034dd08;bank;12799.26;../fake-data/blob/hipster.png;image/png
b85fb2b7-8d7b-4408-a8a0-f31a41a7e2b7;hypothesise that self-reliant;14085.46;../fake-data/blob/hipster.png;image/png
df50e606-28cf-432e-881e-e293bceaf9f7;mundane overcooked gosh;31782.77;../fake-data/blob/hipster.png;image/png
6ca7af0e-8876-4996-a7ee-fd67cd2f1f36;gee;7497.63;../fake-data/blob/hipster.png;image/png
cf62467f-063a-491e-aa2e-59ac23494f50;following;27680.03;../fake-data/blob/hipster.png;image/png
6de8d0e6-4559-484d-a70e-b9b12a9df2be;supposing annually;18598.4;../fake-data/blob/hipster.png;image/png
6c69f7a2-7eec-4b97-aa70-3bcb2d9369b2;yippee who softly;32105.18;../fake-data/blob/hipster.png;image/png
da0e54da-bb81-49e1-91e6-c8be71cf8ab4;sidetrack eek wallop;29943.48;../fake-data/blob/hipster.png;image/png
e0b2bef4-f50f-4250-be70-e7052c84018b;who;21244;../fake-data/blob/hipster.png;image/png
